"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
90580;90580;20210036;"Viborg";2;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS1";"MULTILINESTRING ((495200 6263751.244536646, 495202.0289281975 6263752.028928198, 495250 6263770.465156509, 495276.5583246088 6263773.441675391, 495300 6263769.194698838, 495330.6374526915 6263769.362547308, 495350 6263765.538799411, 495386.8270487104 6263763.172951289, 495400 6263761.10094078, 495411.6329569058 6263761.632956906, 495450 6263766.441354642, 495492.176037422 6263800))"
90437;90437;20210036;"Viborg";8;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS2";"MULTILINESTRING ((488228.3843269388 6261000, 488200 6260971.504839992, 488179.1160342263 6260950, 488150 6260924.527458556, 488115.21220545284 6260900, 488100 6260890.039418016, 488072.39407574054 6260872.39407574, 488050 6260858.029270678, 488036.95753593266 6260850, 488000 6260825.117454038, 487963.89243820193 6260800, 487950 6260789.10721415, 487903.54189784155 6260750, 487900 6260746.866166795, 487854.5318782309 6260704.531878231, 487850 6260700.3327401085, 487849.6676635356 6260700, 487847.9012608395 6260697.90126084, 487807.0753901523 6260650, 487800 6260640.981389851, 487769.58670928417 6260600, 487750 6260569.02696476, 487738.7293640902 6260550, 487726.27374530956 6260526.27374531, 487711.81842157315 6260500, 487700 6260475.569033665, 487687.89197003975 6260450, 487679.0041521639 6260429.004152164, 487666.05917893106 6260400, 487650 6260361.87046655, 487645.1400225289 6260350, 487642.2278095678 6260342.227809568, 487625.4727287519 6260300, 487608.73268836865 6260258.732688368, 487605.0306539414 6260250, 487600 6260237.418564194, 487584.76406788605 6260200, 487572.4732519883 6260172.473251988, 487562.11236494733 6260150, 487550 6260122.595136252, 487540.06235689035 6260100, 487529.9854488471 6260079.9854488475, 487514.4510915594 6260050, 487500 6260021.301394811, 487489.57129220734 6260000, 487475.9873922941 6259975.987392294, 487460.97039368877 6259950, 487450 6259930.205358169, 487433.7212126921 6259900, 487404.2290429595 6259854.229042959, 487401.47953088046 6259850, 487400 6259847.682501127, 487371.66489641776 6259800, 487350 6259769.889790305, 487337.19249142875 6259750, 487315.6411932979 6259715.641193298, 487305.7454550549 6259700, 487300 6259692.790515442, 487264.4299323364 6259650, 487250 6259635.319979525, 487211.10207967367 6259600, 487200 6259591.0914680725, 487152.619416022 6259552.619416022, 487150 6259550.540169997, 487149.2720614753 6259550, 487100 6259512.296741927, 487083.76530926826 6259500, 487050 6259479.367449762, 487004.03635642375 6259450, 487000 6259447.468675723, 486992.9619001327 6259442.961900133, 486950 6259415.701711383, 486925.4011367772 6259400, 486900 6259387.93228829, 486877.4270644078 6259377.427064408, 486850 6259364.275582247, 486815.40058439184 6259350, 486800 6259344.901923398, 486792.4623159848 6259342.462315985, 486750 6259328.256487571, 486717.73879990086 6259317.738799901, 486700 6259311.651187105, 486662.9420209093 6259300, 486650 6259296.037179093, 486644.3537454515 6259294.353745451, 486600 6259280.481246033, 486573.0913959314 6259273.091395931, 486550 6259267.043293795, 486500.37021093414 6259250, 486500 6259249.866691468, 486499.8074447243 6259249.807444724, 486450 6259234.471356999, 486429.3980538612 6259229.398053861, 486400 6259222.994225137, 486365.979783452 6259215.979783452, 486350 6259213.356416617, 486305.12397165474 6259205.123971655, 486300 6259204.3971173735, 486276.3993099702 6259200, 486250 6259194.648662907, 486242.6669629075 6259192.666962908, 486200 6259182.112862366, 486174.1435915938 6259174.143591594, 486150 6259167.272173527, 486102.4507359145 6259152.4507359145, 486100 6259151.723933274, 486094.94555381977 6259150, 486050 6259135.608456306, 486028.5081377331 6259128.508137733, 486000 6259119.280965649, 485952.58008594497 6259102.580085945, 485950 6259101.68880712, 485945.2409608523 6259100, 485900 6259081.539901082, 485866.89612765046 6259066.8961276505, 485850 6259059.397625631, 485827.472260243 6259050, 485800 6259036.2720249975, 485766.2316810713 6259016.231681071, 485750 6259006.508257741, 485741.0382451822 6259000, 485700 6258967.42892321, 485678.60656980245 6258950, 485650 6258928.271132387, 485608.01132315025 6258900, 485600 6258894.702334547, 485584.24880153645 6258884.248801537, 485550 6258861.298481727, 485532.7446189227 6258850, 485500 6258828.716713323, 485457.2861790272 6258800, 485450 6258795.080018298, 485434.6115749257 6258784.6115749255, 485400 6258761.064887805, 485384.64096672466 6258750, 485350 6258724.841399066, 485316.37593819946 6258700, 485300 6258687.666396335, 485252.68536723056 6258650, 485250 6258647.827007728, 485237.50892902055 6258637.508929021, 485200 6258606.602604063, 485192.2789853872 6258600, 485150 6258562.576716357, 485136.0462656758 6258550, 485100 6258516.928835597, 485081.75646599394 6258500, 485050 6258469.13794249, 485030.5858540202 6258450, 485000 6258419.311084236, 484980.5091006918 6258400, 484950 6258368.439984382, 484932.45343609503 6258350, 484900 6258315.186223944, 484885.1037018245 6258300, 484850 6258262.959297861, 484838.21291865077 6258250, 484800 6258208.043543997, 484791.47069416207 6258200, 484750 6258161.436102979, 484736.85462800146 6258150, 484700 6258116.772208588, 484677.9763479938 6258100, 484650 6258078.9370104885, 484612.8997649944 6258050, 484600 6258039.905697673, 484568.01188029617 6258018.011880296, 484550 6258005.720825844, 484541.7589247187 6258000, 484500 6257971.608071007, 484463.11442324944 6257950, 484450 6257942.2818732895, 484430.63850449136 6257930.638504491, 484400 6257912.322276985, 484375.43334955536 6257900, 484350 6257887.470958743, 484325.04102880263 6257875.041028802, 484300 6257862.652019023, 484268.2725842474 6257850, 484250 6257842.6606214065, 484237.7054216511 6257837.705421651, 484200 6257822.61448094, 484161.3391206243 6257811.339120625, 484150 6257808.040694599, 484122.3636974687 6257800, 484100 6257793.685869927, 484092.383353104 6257792.383353104, 484050 6257785.04713105, 484031.9126126689 6257781.912612669, 484000 6257776.461152093, 483974.8195701997 6257774.8195702, 483950 6257773.128607931, 483921.15688284347 6257771.156882843, 483900 6257769.765089526, 483879.672971822 6257770.327028178, 483850 6257771.059326434, 483828.5084775698 6257771.49152243, 483800 6257772.109719222, 483775.1850792435 6257774.814920757, 483750 6257777.567161407, 483719.0936071015 6257780.906392898, 483700 6257782.941227359, 483658.65895100264 6257791.341048998, 483650 6257793.086485034, 483615.5545478103 6257800, 483600 6257803.258170304, 483595.21849671076 6257804.781503289, 483550 6257819.250197494, 483521.4252210418 6257828.574778958, 483500 6257835.679719813, 483466.76083351957 6257850, 483450 6257857.190705557, 483437.25877574243 6257862.741224257, 483400 6257879.153549573, 483359.04162902216 6257900, 483350 6257904.655406856, 483340.37463817035 6257909.62536183, 483300 6257930.812673327, 483264.23597742297 6257950, 483250 6257957.706071336, 483232.5970267334 6257967.402973266, 483200 6257985.561425571, 483172.7130025107 6258000, 483150 6258011.730324625, 483125.34443534445 6258024.655564656, 483100 6258037.755326352, 483071.46969339985 6258050, 483050 6258059.719974214, 483032.2743860925 6258067.725613908, 483000 6258081.862718305, 482954.7420616838 6258095.257938316, 482950 6258096.557929735, 482935.1954306429 6258100, 482900 6258107.7295871135, 482891.3671035932 6258108.632896407, 482850 6258111.258590763, 482803.8896716253 6258103.889671626, 482800 6258104.191830588, 482768.3855557117 6258100, 482750 6258098.349166698, 482744.64519561303 6258094.645195613, 482700 6258064.119283865, 482686.19219589164 6258063.807804109, 482650 6258073.611290551, 482620.14747743297 6258100, 482600 6258111.88536495, 482587.6667025253 6258112.333297474, 482550 6258129.764278745, 482514.90168989566 6258150, 482500 6258162.002385353, 482481.0449001028 6258168.955099897, 482450 6258186.186901567, 482403.77458809956 6258196.2254119, 482400 6258196.955454312, 482362.2247913944 6258200, 482350 6258201.436625685, 482317.61096630583 6258200, 482300 6258199.4028915875, 482299.248903967 6258199.248903967, 482250 6258190.088069938, 482237.4564311399 6258187.45643114, 482200 6258181.990616737, 482172.706362464 6258172.7063624635, 482150 6258166.579506171, 482101.0664433536 6258151.066443354, 482100 6258150.720080724, 482098.1669324151 6258150, 482050 6258128.0350683145, 482011.3149397563 6258100, 482000 6258092.633570968, 481981.38117088575 6258081.381170886, 481950 6258062.309868891, 481933.9132132417 6258050, 481900 6258004.79678845, 481896.6663114851 6258000, 481891.89714492095 6257991.897144921, 481864.15698005835 6257950, 481850 6257937.701739458, 481816.9511792842 6257916.951179285, 481800 6257910.409763138, 481784.2104895618 6257900, 481750 6257865.150437316, 481713.89152622834 6257850, 481700 6257845.117714708, 481659.41400832176 6257809.414008322, 481672.82286017545 6257850, 481650 6257855.727824788, 481630.521033858 6257850, 481642.5069489621 6257807.493051038, 481645.7671427378 6257800, 481600 6257789.48108988, 481589.27669850347 6257789.276698504, 481550 6257787.122469463, 481536.4739830491 6257786.473983049, 481500 6257787.540223572, 481485.6375671863 6257785.637567187, 481450 6257785.17288444, 481430.197919536 6257780.197919536, 481400 6257775.463159045, 481370.9621611134 6257770.9621611135, 481350 6257768.613094148, 481303.9800654661 6257753.980065466, 481300 6257752.929181432, 481291.1307865959 6257750, 481300 6257729.323071876, 481307.4901358288 6257700, 481300 6257697.929995619, 481296.6160918235 6257696.616091823, 481250 6257684.325523586, 481227.81599142496 6257677.815991425, 481200 6257671.681377374, 481165.34579873044 6257665.345798731, 481150 6257662.961339285, 481104.3741006255 6257654.3741006255, 481100 6257653.679306133, 481090.3436104308 6257650, 481050 6257644.977395815, 481038.7420799563 6257638.742079956, 481000 6257632.600462456, 480970.9199408534 6257600, 480957.4332890139 6257557.433289014, 480952.8836844261 6257550, 480950 6257547.479725327, 480943.4111456102 6257543.41114561, 480900 6257529.521285093, 480865.51472091954 6257500, 480865.308572926 6257465.308572926, 480858.534269867 6257450, 480862.04707842076 6257437.95292158, 480855.78477368795 6257400, 480874.4583047805 6257375.541695219, 480858.6171660452 6257350, 480850 6257337.482605314, 480840.13431857416 6257300, 480817.3163082437 6257267.316308244, 480805.11421902856 6257250, 480800 6257240.753219825, 480782.8806407442 6257200, 480750.03666405944 6257150.036664059, 480750.01257896796 6257150, 480750 6257149.981604722, 480713.86737768166 6257100, 480700 6257085.632636128, 480672.8388924674 6257050, 480650 6257025.204222283, 480628.297825921 6257000, 480600 6256970.374452107, 480585.1505594634 6256950, 480559.066348199 6256909.066348199, 480552.96239735687 6256900, 480550 6256894.812470708, 480521.46470895084 6256850, 480500 6256814.854884012))"
90438;90438;20210036;"Viborg";18;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS1";"MULTILINESTRING ((485300 6243479.504760098, 485327.7025893958 6243472.297410605, 485350 6243470.687035825, 485397.10246098065 6243450, 485400 6243448.549167114, 485402.8621711745 6243447.137828825, 485450 6243424.983635531, 485478.6824856778 6243421.317514322, 485500 6243415.673714512, 485541.62512407015 6243408.37487593, 485550 6243406.387150002, 485595.8903691029 6243400, 485600 6243399.5169845475, 485600.5880115591 6243399.411988441, 485650 6243389.286831568, 485662.27160336525 6243387.728396635, 485700 6243382.652639269, 485723.7961531735 6243376.203846826, 485750 6243369.080670644, 485786.4070719741 6243350, 485800 6243330.91070078, 485822.79646836355 6243300, 485850 6243251.107008815, 485851.090609079 6243250, 485852.630355846 6243247.369644154, 485889.82700861525 6243200))"
90452;90452;20210036;"Viborg";8;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS2";"MULTILINESTRING ((493050 6256818.071576529, 493058.696848101 6256850, 493063.76822144655 6256863.768221446, 493069.3069264591 6256900, 493088.3189725066 6256938.318972507, 493089.2945251186 6256950, 493098.8971033999 6256998.8971034, 493099.1306704788 6257000, 493099.05390995776 6257000.946090043, 493088.9441228247 6257050, 493090.10841378645 6257059.891586213, 493076.75200208696 6257100, 493076.6352499311 6257123.364750069, 493070.24272895604 6257150, 493066.80908281286 6257183.190917187, 493065.3199857564 6257200, 493057.33822413796 6257242.661775862, 493057.16194604075 6257250, 493050 6257271.426129736, 493020.6919302834 6257300, 493000 6257314.034147603, 492957.3258598872 6257307.3258598875, 492950 6257307.947526835, 492941.1516521625 6257300, 492941.2550757241 6257291.255075724, 492931.09675687336 6257250, 492933.0509169871 6257216.9490830125, 492932.6601967463 6257200, 492950 6257154.624881941, 492951.3811794305 6257150, 492951.4787569873 6257148.5212430125, 492952.5775458289 6257100, 492953.2179252442 6257096.782074756, 492959.2369129733 6257050, 492959.73871765134 6257040.261282349, 492965.9608289461 6257000, 492971.5954384882 6256978.404561512, 492979.63970661274 6256950, 492984.32823422743 6256915.671765773, 492988.50202442723 6256900, 493000 6256852.762570654, 493002.04218183167 6256850, 493050 6256818.071576529))"
90453;90453;20210036;"Viborg";12;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS2";"MULTILINESTRING ((501700 6261245.774493851, 501679.14678947005 6261250, 501650 6261273.851809109, 501606.75426076737 6261293.245739233, 501600 6261298.205855309, 501597.2981246916 6261300, 501588.15075399657 6261311.849246004, 501600 6261328.239503172, 501604.94605309993 6261345.0539469, 501650 6261316.122939334, 501668.4305071214 6261300, 501700 6261263.794503391, 501713.40374339034 6261250, 501700 6261245.774493851))"
90454;90454;20210036;"Viborg";3;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS1";"MULTILINESTRING ((495500 6253352.524926415, 495454.9701515633 6253400, 495500 6253425.319963878, 495544.712386017 6253400, 495500 6253352.524926415))"
90581;90581;20210036;"Viborg";15;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS2";"MULTILINESTRING ((485159.16040678724 6243500, 485200 6243512.057472783, 485240.150864565 6243509.849135435, 485250 6243507.604862657, 485256.6263306689 6243500))"
90445;90445;20210036;"Viborg";8;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS2";"MULTILINESTRING ((501800 6264988.1549172215, 501760.97160331684 6264989.028396683, 501750 6264989.1283648275, 501733.2813449107 6264983.281344911, 501700 6264979.983027951, 501664.7285206482 6264985.271479351, 501650 6264982.413207918, 501618.3454199111 6264968.345419911, 501600 6264963.476390846, 501581.0396993707 6264968.960300629, 501550 6264978.716269024, 501526.821895762 6264976.821895762, 501500 6264974.477710305, 501471.6127834736 6264978.387216526, 501450 6264982.6202433845, 501414.15477534325 6264985.845224657, 501400 6264987.755289405, 501352.04928748857 6265000, 501350 6265000.48917114, 501349.39023204247 6265000.609767958, 501300 6265011.71183227, 501280.74677920097 6265019.253220799, 501250 6265031.529131906, 501209.9035634649 6265040.096436535, 501200 6265042.639571583, 501188.6267751125 6265050, 501150 6265080.22582045, 501141.01703825104 6265100, 501134.2192465437 6265115.780753456, 501117.0581365829 6265150, 501100 6265170.0613057325, 501063.03092717624 6265200, 501050 6265206.590060745, 501041.5639425074 6265208.436057493, 501000 6265217.731000668, 500977.16834726004 6265222.83165274, 500950 6265227.972652986, 500912.8057208513 6265237.194279149, 500900 6265240.259218483, 500867.9828153204 6265250, 500850 6265259.175743998, 500831.74782082695 6265268.252179173, 500800 6265284.71279253, 500771.5141954604 6265300, 500750 6265319.302803012, 500714.1500556428 6265350, 500700 6265358.839074409, 500667.82132157276 6265382.178678427, 500650 6265395.257478744, 500642.9173892626 6265400, 500600 6265431.547410337, 500578.8668250119 6265450, 500550 6265472.352426475, 500511.2819924251 6265500, 500500 6265508.820517693, 500457.9121418591 6265550, 500450 6265557.859818543, 500406.9513256653 6265600, 500400 6265608.604740994, 500373.9884429985 6265650, 500350 6265682.067980122, 500335.6344798023 6265700, 500319.6725217701 6265730.32747823, 500309.4652621925 6265750, 500300 6265771.048036959, 500290.4711051443 6265800, 500289.1552458561 6265810.844754144, 500285.87574416335 6265850, 500284.111398768 6265865.888601232, 500281.16649770905 6265900, 500286.8212628407 6265936.821262841, 500288.6901373946 6265950, 500295.9138750751 6265995.913875075, 500296.6022241045 6266000, 500300 6266009.207603304, 500321.12451694364 6266050, 500343.4482993804 6266093.44829938, 500346.8256066376 6266100, 500350 6266104.061204247, 500385.0428548393 6266150, 500400 6266169.689696162, 500433.44274935685 6266200, 500450 6266211.6114881765, 500484.5213053669 6266234.521305367, 500500 6266244.872586104, 500513.14567170275 6266250, 500550 6266264.768189233, 500575.2072823753 6266275.207282376, 500600 6266285.862803452, 500644.6898895497 6266294.689889549, 500650 6266295.8760975, 500667.81441797566 6266300, 500700 6266306.6992752915, 500707.1963362415 6266307.196336241, 500750 6266310.411714469, 500760.52540013916 6266310.525400139, 500800 6266312.419464366, 500836.86493687954 6266313.13506312, 500850 6266312.801906549, 500888.5646480788 6266300, 500900 6266295.709005316, 500917.4764890282 6266300, 500950 6266306.868454376, 500990.16030362 6266350, 501000 6266359.831557237, 501022.5791647545 6266400, 501037.4875933631 6266437.487593363, 501043.7367220146 6266450, 501050 6266468.700133103, 501064.2100047957 6266500, 501067.9998563889 6266517.999856389, 501077.62536123756 6266550, 501084.413072955 6266584.413072955, 501088.4819057496 6266600, 501090.2297023465 6266640.229702347, 501091.12254278315 6266650, 501093.17479763605 6266693.174797636, 501093.771587875 6266700, 501093.2937273163 6266706.706272684, 501089.54916252475 6266750, 501088.967761715 6266761.032238285, 501086.22841871646 6266800, 501082.3403535262 6266817.659646474, 501075.56592039287 6266850, 501067.05597829947 6266882.944021701, 501063.30421532894 6266900, 501050 6266935.160457784, 501044.96418294724 6266950, 501041.3824854178 6266958.617514582, 501027.5656400625 6267000, 501011.43007565476 6267038.569924345, 501007.2038774618 6267050, 501000 6267086.970794657, 500996.9919643304 6267100, 500996.05509426765 6267103.944905733, 500981.3205967778 6267150, 500969.81148762634 6267180.188512374, 500959.480111539 6267200, 500950 6267240.857044423, 500947.88484769873 6267250, 500948.24080254085 6267251.75919746, 500940.3256912607 6267300, 500940.74846579967 6267340.7484658, 500942.8836518952 6267350, 500942.6357440181 6267392.6357440185, 500943.4878406081 6267400, 500950 6267432.147124583, 500952.83651763125 6267450, 500953.4909472459 6267453.490947246, 500972.2966944301 6267500, 500976.86662829167 6267526.866628292, 500984.727055679 6267550, 500983.85659340804 6267583.856593408, 500985.06325228215 6267600, 500987.48034727003 6267637.48034727, 500988.31427415146 6267650, 501000 6267672.591091993, 501022.5517590102 6267700, 501050 6267723.65009209, 501070.30928400933 6267750, 501050 6267777.658407092, 501026.41001402406 6267800, 501000 6267841.745790606, 500996.65321146784 6267850, 500996.7080210485 6267853.291978952, 500995.88535827445 6267900, 501000 6267921.279065185, 501006.5497820399 6267950, 501007.9935506527 6267957.993550653, 501012.1267680684 6268000, 501022.39060324355 6268022.390603243, 501031.82215301064 6268050, 501050 6268061.759366884, 501068.79874335096 6268050, 501100 6268023.848772741, 501131.67512213206 6268000, 501150 6267990.070961419, 501190.3078352766 6267990.307835276, 501200 6267991.352334622, 501209.44514603674 6267990.554853964, 501250 6267988.655274787, 501294.12705031614 6267955.872949684, 501300 6267952.274269467, 501301.96073685476 6267950, 501350 6267905.136468196, 501362.3983360743 6267900, 501400 6267872.347075546, 501420.69575676817 6267850, 501444.04357277945 6267805.95642722, 501446.4538983411 6267800, 501450 6267792.1900738925, 501497.3656400468 6267750, 501500 6267746.975275522, 501508.0393856325 6267741.960614367, 501550 6267716.61525323, 501570.9533826867 6267700, 501600 6267671.24505215, 501624.8214472811 6267650, 501650 6267628.751740755, 501678.0265558338 6267600, 501700 6267578.94471209, 501731.23889697006 6267550, 501750 6267539.044835591, 501769.5358877148 6267530.4641122855, 501800 6267516.196311451, 501835.853298864 6267500, 501850 6267494.07568455, 501860.1038492712 6267489.896150729, 501900 6267473.247761359, 501949.5970847761 6267450.4029152235, 501950 6267450.224074828, 501950.58710751473 6267450, 502000 6267417.668526785, 502016.3798562223 6267400, 502036.6432886605 6267363.356711339, 502044.64342404995 6267350, 502050 6267341.392632015, 502061.59229825786 6267300, 502064.7696221665 6267285.230377833, 502073.37074411765 6267250, 502074.44771853276 6267225.552281467, 502078.7664152506 6267200, 502086.8602062074 6267163.139793793, 502089.35092125024 6267150, 502100 6267128.474035531, 502120.2236230161 6267100, 502150 6267075.060242437, 502174.08791662677 6267050, 502182.037986132 6267017.962013868, 502187.18338092446 6267000, 502192.77782437153 6266957.222175629, 502193.4197895071 6266950, 502200 6266911.55142084, 502202.17127505597 6266900, 502202.5623276944 6266897.437672306, 502209.1294154511 6266850, 502209.9214611798 6266840.07853882, 502213.41368359944 6266800, 502213.6878541448 6266786.312145855, 502214.7056907346 6266750, 502215.8338376266 6266734.1661623735, 502218.7213017631 6266700, 502217.00518426887 6266667.005184269, 502217.1682629833 6266650, 502201.76859908784 6266601.768599087, 502202.02786900144 6266600, 502200 6266596.288657957, 502183.0317018532 6266583.0317018535, 502150 6266553.263510042, 502138.55507834733 6266550, 502118.74823378294 6266518.748233783, 502107.6363855157 6266500, 502117.53202683467 6266482.467973165, 502135.30780248245 6266450, 502119.69809924724 6266419.698099247, 502111.3402993359 6266400, 502109.9621832779 6266390.037816722, 502120.67623121 6266350, 502114.04682981875 6266335.953170181, 502130.36462072725 6266300, 502125.60819528776 6266274.391804712, 502132.5001141971 6266250, 502133.0817682615 6266233.081768261, 502131.6329801811 6266200, 502130.9285702781 6266180.928570278, 502129.6094982445 6266150, 502129.12806015054 6266129.128060151, 502127.8805672502 6266100, 502131.67264978046 6266068.32735022, 502133.3482050425 6266050, 502150 6266025.928625368, 502170.04110922304 6266000, 502182.2625130307 6265967.73748697, 502191.97033204854 6265950, 502190.4814310325 6265909.5185689675, 502190.92436238844 6265900, 502189.9667735726 6265889.966773572, 502187.7852699381 6265850, 502187.02619865 6265837.02619865, 502183.8034952141 6265800, 502182.33983996813 6265782.339839968, 502181.91450300673 6265750, 502180.3539823689 6265730.3539823685, 502177.4325954155 6265700, 502174.6908743226 6265674.690874322, 502173.8376775585 6265650, 502172.80416153994 6265622.80416154, 502171.8395012512 6265600, 502163.94902282325 6265563.949022823, 502162.04235852085 6265550, 502150 6265536.033662958, 502104.682650022 6265500, 502100 6265494.23514362, 502072.7322225204 6265450, 502066.89072798705 6265416.8907279875, 502062.8713651594 6265400, 502059.35126348864 6265359.351263489, 502058.7944740766 6265350, 502053.019381102 6265303.019381102, 502052.6771514636 6265300, 502050 6265273.168963658, 502043.1763446963 6265250, 502040.2797918622 6265240.279791862, 502029.43339774356 6265200, 502014.1312927453 6265164.1312927455, 502008.58660486195 6265150, 502002.6620444462 6265102.662044446, 502002.59983841184 6265100, 502000 6265097.617694108, 501997.0968885261 6265097.096888526, 501950 6265092.889070014, 501936.0439075267 6265086.043907527, 501900 6265072.483904573, 501859.1755519958 6265059.175551996, 501850 6265058.641980473, 501833.7223900197 6265050, 501833.5003434267 6265033.500343427, 501823.5890898866 6265000, 501800 6264988.1549172215))"
90446;90446;20210036;"Viborg";13;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS2";"MULTILINESTRING ((501921.0562303133 6268900, 501911.68869828637 6268861.688698286, 501908.8338910094 6268850, 501900 6268813.884348083))"
90447;90447;20210036;"Viborg";8;"kote";"meter";"Magasinspecifik";"2022-12-05 00:00:00.0";"simak";"2022-12-05 00:00:00.0";"KS2";"MULTILINESTRING ((484150 6255621.845618447, 484157.0300548277 6255650, 484161.0141940257 6255661.014194026, 484163.9829373901 6255700, 484181.4539489065 6255731.453948907, 484183.2622561247 6255750, 484200 6255764.3135006195, 484211.4141742173 6255800, 484228.56417236 6255828.56417236, 484240.0120445374 6255850, 484250 6255864.618722763, 484272.7872085016 6255900, 484300 6255941.36986682, 484304.1231377375 6255950, 484304.27273411443 6255954.272734115, 484317.45086518745 6256000, 484317.39327633445 6256017.393276335, 484323.48459913395 6256050, 484331.5039422007 6256081.503942201, 484335.0729430603 6256100, 484346.5033575488 6256146.503357549, 484346.9706241906 6256150, 484350 6256179.56965024, 484354.3844254185 6256200, 484355.309813048 6256205.309813048, 484359.50293207477 6256250, 484363.72401709016 6256263.72401709, 484373.58071001 6256300, 484383.19735957944 6256333.19735958, 484387.1147266438 6256350, 484400 6256380.362703923, 484415.50911039655 6256400, 484435.8593434113 6256435.859343411, 484444.670661479 6256450, 484450 6256461.089006628, 484466.2263780745 6256500, 484473.86688373814 6256523.866883738, 484481.51581848075 6256550, 484497.85300875234 6256597.853008753, 484498.5247941297 6256600, 484500 6256611.566977939, 484504.92771413777 6256650, 484505.8903995271 6256655.890399527, 484511.90271971555 6256700, 484500.981037702 6256749.018962298, 484500.82057288836 6256750, 484500 6256753.056350101, 484482.87068762543 6256800, 484450 6256827.565623315, 484413.02754053613 6256850, 484400 6256855.9958512485, 484393.43485396035 6256856.565146039, 484350 6256867.095688612, 484333.8869961614 6256866.113003839, 484300 6256870.467369999, 484272.79923465056 6256872.799234651, 484250 6256869.60255883, 484215.29585424025 6256865.295854241, 484200 6256860.960996519, 484155.00921103504 6256855.009211035, 484150 6256853.739198343, 484123.26836017624 6256850, 484100 6256848.565421429, 484071.9132852073 6256850, 484050 6256852.377875096, 484036.8916085525 6256863.108391448, 484000 6256896.023864746, 483990.66474030097 6256900, 483950 6256912.016513128, 483937.77507404255 6256912.224925958, 483900 6256912.744491137, 483856.3148200689 6256906.314820069, 483850 6256906.145540204, 483809.479308383 6256900, 483800 6256897.719231995, 483793.2584862643 6256893.258486264, 483750 6256873.211396618, 483726.74430481263 6256850, 483742.48204251507 6256807.517957485, 483744.9821851392 6256800, 483750 6256795.288497975, 483796.37504627416 6256750, 483800 6256742.487422929, 483825.34739273676 6256700, 483850 6256669.470120569, 483890.677947807 6256650, 483900 6256639.073225924, 483921.21742407663 6256600, 483921.26942109247 6256571.269421092, 483917.54728830286 6256550, 483928.73380361847 6256521.266196381, 483937.27531181945 6256500, 483950 6256455.702801502, 483951.4185272579 6256450, 483951.9297145821 6256448.070285418, 483965.3518338717 6256400, 483971.84238370304 6256378.157616297, 483980.2040989274 6256350, 483992.08514434693 6256307.914855653, 483994.0854002709 6256300, 484000 6256284.203182631, 484008.74967344466 6256250, 484011.24100531475 6256238.7589946855, 484019.7778474381 6256200, 484028.82944064477 6256171.170559355, 484035.15581789886 6256150, 484050 6256104.633130061, 484050.72006645694 6256100, 484050.8958627901 6256099.10413721, 484061.5868862468 6256050, 484067.49415725074 6256032.505842749, 484075.904205826 6256000, 484093.8164855989 6255956.183514401, 484095.71396986453 6255950, 484100 6255935.067833952, 484114.050594685 6255900, 484119.0673913472 6255880.932608653, 484126.2029188362 6255850, 484134.31413582875 6255815.685864171, 484137.19538335473 6255800, 484140.59979170107 6255759.400208299, 484140.70518281637 6255750, 484138.64204895496 6255738.642048955, 484139.97291667457 6255700, 484137.06125802174 6255687.061258022, 484139.87065526366 6255650, 484150 6255621.845618447))"
