"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
67985;67985;20200006;"Ringk�bing-Skjern";-995;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451199.99999944563 6226781.482572416, 451196.2364191235 6226796.236486295, 451195.64514104737 6226799.999875883, 451195.27893010963 6226804.720754484, 451189.33944646706 6226889.339513638, 451188.500976008 6226899.999875883, 451184.9403375804 6226915.059537748, 451180.47561590065 6226980.475110867, 451173.2513422188 6226999.999875883, 451168.2487482247 6227031.750936368, 451168.2487482247 6227068.248815396, 451160.94512883987 6227099.999875882, 451151.5464777167 6227148.453206875, 451153.45458928903 6227153.454847196, 451103.9817804505 6227196.01828561, 451099.99999944464 6227199.823255399, 451099.98245183716 6227199.982328275, 451199.1851801098 6227200.814504483, 451199.99999944575 6227202.096814969, 451204.4403070629 6227204.440374234, 451290.7615656088 6227209.237928252, 451290.7768243979 6227290.776319364, 451295.26443426125 6227299.999875883, 451299.1905206871 6227300.809354643, 451299.99999944685 6227301.242322782, 451302.1667474938 6227302.166433194, 451397.8294367038 6227302.170438627, 451399.99999944796 6227308.47079263, 451400.7637018404 6227300.76376901, 451400.2662653173 6227299.733228543, 451399.999999448 6227299.599904875, 451399.200438901 6227299.199933867, 451300.7980341149 6227299.201459745, 451300.79955999384 6227200.799817898, 451300.39977972035 6227199.999875882, 451300.266265316 6227199.733228544, 451299.9999994468 6227199.599904874, 451299.2019647789 6227199.201841214, 451200.3463739574 6227199.65350137, 451200.7980341138 6227100.79791055, 451200.39977971924 6227099.999875883, 451200.39977971924 6226999.999875882, 451200.7987970531 6226999.20088754, 451200.54016057856 6226900.54022775, 451299.2012018395 6226900.798864224, 451300.26626531605 6226900.26652322, 451300.7629389 6226899.237127163, 451299.99999944697 6226891.800374845, 451284.9220270346 6226884.921903471, 451211.2541193189 6226888.745565274, 451205.02624456305 6226805.025930263, 451202.259826106 6226799.999875882, 451201.7272943676 6226798.27258096, 451199.99999944563 6226781.482572416))"
67986;67986;20200006;"Ringk�bing-Skjern";-955;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.999999448 6226795.60019479, 451392.14477483847 6226792.144842007, 451309.80606023804 6226799.999875883, 451391.6099542818 6226808.389730313, 451399.9999994481 6226804.399556973, 451402.9327387058 6226802.932996609, 451404.39987127413 6226799.999875882, 451402.9327387059 6226797.066755154, 451399.999999448 6226795.60019479))"
67987;67987;20200006;"Ringk�bing-Skjern";-960;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.9999994479 6226796.100301601, 451393.0374139987 6226793.037481167, 451320.0553888514 6226799.999875882, 451392.56362859823 6226807.436437465, 451399.99999944813 6226803.8994501615, 451402.6000971043 6226802.599592067, 451403.89938299306 6226799.999875883, 451402.6000971043 6226797.400159695, 451399.9999994479 6226796.100301601))"
67988;67988;20200006;"Ringk�bing-Skjern";-965;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.9999994481 6226796.600217679, 451393.93005315895 6226793.9301203275, 451330.3047174647 6226799.999875883, 451393.51653997536 6226806.482953885, 451399.9999994481 6226803.399534085, 451402.2666925632 6226802.266378263, 451403.39965765114 6226799.999875883, 451402.2666925632 6226797.733373501, 451399.9999994481 6226796.600217679))"
67989;67989;20200006;"Ringk�bing-Skjern";-970;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.99999944796 6226797.100133754, 451394.8226923191 6226794.822759489, 451340.5540460782 6226799.999875882, 451394.47021429177 6226805.529661039, 451399.9999994481 6226802.899618007, 451401.9332880222 6226801.93297372, 451402.89993230934 6226799.999875882, 451401.9332880223 6226798.0667780405, 451399.99999944796 6226797.100133754))"
67990;67990;20200006;"Ringk�bing-Skjern";-975;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.99999944796 6226797.600049832, 451395.7153314793 6226795.715398648, 451350.8033746917 6226799.999875881, 451395.4238886082 6226804.576177457, 451399.9999994479 6226802.3997019315, 451401.59988348116 6226801.599759915, 451402.39944402827 6226799.999875882, 451401.5998834813 6226798.399991848, 451399.99999944796 6226797.600049832))"
67991;67991;20200006;"Ringk�bing-Skjern";-980;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.999999448 6226798.099965909, 451396.6079706394 6226796.608037808, 451361.0527033051 6226799.999875882, 451396.3767999852 6226803.62288461, 451399.9999994481 6226801.899785854, 451401.2664789403 6226801.266355375, 451401.89971868636 6226799.999875882, 451401.26647894026 6226798.7333963895, 451399.999999448 6226798.099965909))"
67992;67992;20200006;"Ringk�bing-Skjern";-985;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.9999994481 6226798.60007272, 451397.5006097994 6226797.500486232, 451371.3020319183 6226799.999875882, 451397.3304743015 6226802.669401028, 451399.9999994481 6226801.399679042, 451400.93307439913 6226800.933141568, 451401.39999334456 6226799.999875881, 451400.93307439913 6226799.066610196, 451399.9999994481 6226798.60007272))"
67993;67993;20200006;"Ringk�bing-Skjern";-990;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.99999944796 6226799.099988797, 451398.3932489596 6226798.393125394, 451381.5513605318 6226799.999875882, 451398.2841486179 6226801.715917447, 451399.9999994481 6226800.899762968, 451400.59966985823 6226800.599737026, 451400.9002680029 6226799.999875882, 451400.59966985806 6226799.400014737, 451399.99999944796 6226799.099988797))"
67994;67994;20200006;"Ringk�bing-Skjern";-995;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand7";"MULTILINESTRING ((451399.9999994481 6226799.599904874, 451399.28588811983 6226799.2857645545, 451391.8006891452 6226799.999875882, 451399.23705999495 6226800.762624601, 451400.2662653172 6226800.266523221, 451400.3997797215 6226799.999875882, 451400.2662653171 6226799.733228543, 451399.9999994481 6226799.599904874))"
