"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
59994;59994;20200006;"Ringk�bing-Skjern";-275;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453233.7936396054 6228433.793802122, 453237.96920723247 6228399.999875884, 453218.0099481989 6228381.990117887, 453199.99999946816 6228369.092626433, 453165.576171343 6228365.576047759, 453145.55053657707 6228399.999875883))"
59995;59995;20200006;"Ringk�bing-Skjern";-280;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453231.2072748593 6228431.207055906, 453235.062407916 6228399.999875884, 453216.6313166072 6228383.3686541105, 453199.9999994684 6228371.458406309, 453168.21136421396 6228368.210954527, 453149.7177118701 6228399.999875884))"
59996;59996;20200006;"Ringk�bing-Skjern";-285;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453228.62014717376 6228428.620309691, 453232.15637153893 6228399.999875883, 453215.25268501526 6228384.747190337, 453199.9999994683 6228373.824186185, 453170.8457941457 6228370.845956664, 453153.8856501026 6228399.999875883))"
59997;59997;20200006;"Ringk�bing-Skjern";-290;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453226.03378242755 6228426.033563473, 453229.2495722226 6228399.999875884, 453213.8740534236 6228386.1258219285, 453199.9999994682 6228376.189966062, 453173.4809870167 6228373.4809588, 453158.05358833505 6228399.999875884))"
59998;59998;20200006;"Ringk�bing-Skjern";-295;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453223.4466547419 6228423.4467695765, 453226.34353584546 6228399.999875883, 453212.4954218318 6228387.504358152, 453199.99999946816 6228378.55574594, 453176.11617988796 6228376.115960936, 453162.2215265675 6228399.999875884))"
59999;59999;20200006;"Ringk�bing-Skjern";-300;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453220.8602899958 6228420.860023359, 453223.4374994686 6228399.999875884, 453211.11679023993 6228388.882894377, 453199.9999994683 6228380.921621184, 453178.75137275894 6228378.750867705, 453166.38946479984 6228399.999875883))"
60000;60000;20200006;"Ringk�bing-Skjern";-305;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453218.27316231024 6228418.273277144, 453220.5307001521 6228399.999875883, 453209.7381586481 6228390.261430601, 453199.99999946833 6228383.287401061, 453181.3858026909 6228381.385869841, 453170.55740303244 6228399.999875883))"
60001;60001;20200006;"Ringk�bing-Skjern";-310;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453215.6867975642 6228415.686483244, 453217.6246637751 6228399.999875884, 453208.35952705634 6228391.640062193, 453199.9999994682 6228385.653180936, 453184.02099556185 6228384.020871978, 453174.72534126486 6228399.999875883))"
60002;60002;20200006;"Ringk�bing-Skjern";-315;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453213.0996698785 6228413.099737029, 453214.71862739814 6228399.999875883, 453206.98165840394 6228393.018598417, 453199.9999994682 6228388.018960814, 453186.65618843294 6228386.655778745, 453178.8932794973 6228399.999875883))"
60003;60003;20200006;"Ringk�bing-Skjern";-320;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand6";"MULTILINESTRING ((453210.51330513245 6228410.512990813, 453211.8118280818 6228399.999875884, 453205.6030268121 6228394.397134641, 453199.99999946833 6228390.38474069, 453189.29061836464 6228389.290780881, 453183.0612177298 6228399.999875884))"
