"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
77873;77873;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((572385.8196134162 6108214.180264568, 572400.0000008016 6108228.770175643, 572448.3855086647 6108248.38537986, 572450.803245268 6108249.1966335, 572500.0000008028 6108274.450525055, 572518.5470459706 6108281.452823, 572555.9626140243 6108299.999875805, 572586.866983775 6108313.132904845, 572600.0000008038 6108320.227577074, 572634.9736164651 6108334.973496644, 572656.3698028909 6108343.630079632, 572700.0000008049 6108363.143025251, 572725.5590162948 6108374.44086109, 572776.1112749799 6108399.999875805, 572792.870231542 6108407.1296467995, 572800.0000008061 6108410.279831737, 572818.2056258416 6108418.205494757, 572862.8281837867 6108437.171702361, 572900.0000008072 6108453.955837089, 572932.862288315 6108467.137595174, 572990.7257097666 6108490.725586045, 573000.0000008084 6108494.480540008, 573003.8744895498 6108496.125397174, 573012.7323327478 6108499.999875808, 573078.0455017518 6108521.954373327, 573100.0000008096 6108528.44451262, 573142.5854898544 6108557.414403234))"
77874;77874;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((573613.652120391 6113213.652004555, 573600.0000008158 6113220.342930816, 573580.8340473152 6113219.165831581, 573501.7142799958 6113201.714159273, 573500.0000008147 6113201.57173384, 573497.9827243862 6113202.017157622, 573425.7641945085 6113225.764068773, 573400.0000008136 6113230.067822609, 573364.6863145066 6113235.313561179, 573340.2588061199 6113240.258678043, 573300.0000008125 6113245.527002588, 573251.1664446258 6113251.16633524, 573248.4694205064 6113251.530465246, 573200.0000008114 6113257.327254417, 573166.0128974054 6113266.012766341, 573124.1303034967 6113275.869585417, 573100.0000008103 6113281.840782395, 573087.4510116319 6113287.450887062, 573052.8571077877 6113299.999875808, 573014.5764812806 6113314.576361211, 573000.0000008091 6113319.316410001, 572954.4658083771 6113345.534069559, 572948.8795332564 6113348.879406774, 572900.000000808 6113374.120218926, 572885.4132679863 6113385.413144086, 572866.9924373097 6113399.999875808, 572830.7526282767 6113430.752500346, 572800.0000008069 6113456.406989995))"
77903;77903;20210025;"Fyn 2022";40;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand1";"MULTILINESTRING ((573894.7307238716 6120605.269144717, 573900.0000008205 6120609.244969065, 573908.4153060988 6120608.415190205, 573925.659047011 6120599.99987581, 573941.2835163536 6120558.7163627865, 573939.5642890548 6120539.564163211, 573972.7825411625 6120527.217330756, 574000.0000008215 6120508.008705589))"
77875;77875;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((587500.0000009681 6104693.994099464, 587495.2659829201 6104695.26587093, 587473.1994764672 6104699.999875808, 587414.5441312434 6104714.544001095, 587400.000000967 6104717.731929008, 587382.956077799 6104717.043804351, 587314.9356323252 6104714.935501841, 587300.0000009658 6104714.343277083, 587287.3584407491 6104712.641443447, 587200.4576643809 6104700.45754481, 587200.0000009646 6104700.395327136, 587199.6632665499 6104700.336603597, 587197.9046604797 6104699.999875809, 587113.7093050372 6104686.290581721, 587100.0000009636 6104683.99690107, 587080.3561042605 6104680.355978745, 587029.097483008 6104670.9024019735, 587000.0000009625 6104665.497160769, 586954.9011304448 6104654.9010169115, 586946.916630049 6104653.08324718, 586900.0000009612 6104641.847865107, 586868.7477073022 6104631.252177689, 586801.683748005 6104601.683624924, 586800.0000009602 6104601.018778775, 586799.2413832694 6104600.758497041, 586797.6330200507 6104599.999875808, 586720.9264723029 6104579.073410081, 586700.000000959 6104573.080870535, 586666.1729241831 6104566.172804114, 586637.8648731078 6104562.135013922, 586600.000000958 6104553.1052193185, 586560.316526809 6104539.683357354))"
77876;77876;20210025;"Fyn 2022";5;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((590118.6636830481 6101018.663557244, 590100.0000009959 6101039.340994876, 590063.5683774244 6101063.568255442, 590022.3203421454 6101099.999875808))"
77877;77877;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((575300.0000008338 6108934.3649973925, 575330.5732028026 6108930.573071683, 575378.3136935139 6108921.686190437, 575400.0000008349 6108918.681783417, 575416.7695096333 6108916.769388676, 575479.7717014253 6108899.999875807, 575494.9947359636 6108894.9946031235, 575500.0000008361 6108892.080398352, 575516.2090415723 6108883.790825678, 575562.9153381652 6108862.915213811, 575600.0000008371 6108838.1843725415, 575629.3557596407 6108829.3556324765, 575699.5011031065 6108800.498766184, 575700.0000008383 6108800.320832759, 575700.2862419593 6108800.286127481, 575702.031015791 6108799.999875806, 575786.7762870594 6108786.776156597, 575800.0000008394 6108784.422178476, 575817.5926402893 6108782.407226087, 575876.2380705344 6108776.237949311, 575930.0574552366 6108769.942427157, 575965.8230508985 6108765.822933965, 576000.0000008416 6108761.808768544, 576046.6324880098 6108753.367389776, 576052.3256912077 6108752.325570307, 576100.0000008426 6108743.737154474, 576132.4095543091 6108732.409429597, 576181.0788104914 6108718.921068851, 576200.0000008438 6108712.981004319, 576204.3496588427 6108704.349541345, 576204.8268335873 6108699.999875807, 576205.4008152591 6108694.5990731, 576224.9360970265 6108624.935974021, 576226.7218240305 6108599.999875808, 576250.8446483116 6108550.844528362))"
77878;77878;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((572494.0034817297 6114299.999875808, 572483.7284338509 6114316.271442661, 572458.0399238676 6114358.039790815, 572429.0673255693 6114399.999875809, 572425.09080064 6114425.090676154, 572406.3163294792 6114493.683561966, 572405.094144368 6114499.999875808, 572404.9082150906 6114504.908083882, 572400.0000008027 6114541.975180759, 572392.3568643107 6114592.356749972, 572390.416583595 6114599.999875808, 572389.2149219271 6114610.784954898, 572385.91808846 6114685.917952459, 572384.0909771974 6114699.999875807, 572383.0349663775 6114716.964918698, 572383.8931649403 6114783.8930370575, 572382.7160939187 6114799.999875808, 572380.5163369012 6114819.483546227, 572377.8643519001 6114877.8642182965, 572374.9536590548 6114899.999875807, 572368.5315081304 6114931.468373487, 572363.8021195715 6114963.80200062, 572355.2575072283 6114999.999875808, 572341.7934348747 6115041.793312497, 572330.6735521001 6115069.326325796, 572319.4898685935 6115099.999875807, 572313.4618427537 6115113.461731479, 572300.0000008018 6115138.032645148, 572282.2740807984 6115182.273945219, 572274.8555776114 6115199.999875808, 572241.8998568935 6115241.899726285, 572200.0000008007 6115289.226333667, 572195.8218025827 6115295.821674816, 572193.6828661807 6115299.999875809, 572136.4921451005 6115336.4920297405))"
77879;77879;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((602113.212000615 6103299.999875813, 602108.3648880853 6103291.634990317, 602100.0000011291 6103278.550674584, 602072.2040615093 6103227.795830797, 602058.1049619542 6103199.999875812, 602040.7310892908 6103159.268782714, 602026.3211204824 6103126.321005897, 602014.9224187634 6103099.999875812, 602011.3345085148 6103088.665367273, 602000.000001128 6103063.88546643, 601980.2207996415 6103019.779084121, 601968.8462762258 6102999.999875812, 601952.4612024478 6102952.461070429, 601951.3904035031 6102948.609476819, 601930.8423132327 6102899.999875811, 601924.2073744974 6102875.792509792, 601900.0000011268 6102813.17717966, 601896.3616163274 6102803.638264102, 601894.5953256801 6102799.999875812, 601891.2590009846 6102791.258866917, 601869.8957082968 6102730.104164785, 601857.1363678809 6102699.999875811, 601841.7589858023 6102658.240892574, 601830.429613962 6102630.42949728, 601818.564514649 6102599.999875813, 601813.7342519601 6102586.265619103, 601800.0000011255 6102549.781838509, 601787.3024372114 6102512.697444081, 601782.7928837826 6102499.999875812, 601776.2933248024 6102476.293194453, 601764.9180704147 6102435.08179916, 601755.3488790457 6102399.999875812, 601744.9412440996 6102355.058646568, 601742.4231581666 6102342.423028405, 601733.1007916617 6102299.999875812, 601727.0916024068 6102272.9082884975, 601717.5791457074 6102217.579005425, 601713.9858187692 6102199.999875811, 601711.1681280483 6102188.831748008, 601700.0000011243 6102133.665146923, 601694.2935467169 6102105.706336817, 601693.3684735915 6102099.999875812, 601691.2882398606 6102091.288110641, 601673.7056091034 6102026.29426473, 601667.9296373887 6101999.999875812, 601638.4936403558 6101961.506226642))"
77880;77880;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((610619.4316724023 6107099.999875815, 610610.4276348131 6107089.572253244, 610600.0000012241 6107078.301740928, 610568.940309304 6107031.059575194, 610540.5599669764 6106999.999875815, 610523.0719877164 6106976.927883999, 610500.000001223 6106950.594508694, 610477.7409867453 6106922.258882661, 610457.238685308 6106899.999875815, 610432.579889897 6106867.419990713, 610400.0000012217 6106827.932416934, 610388.1795849125 6106811.82028976, 610378.8362638782 6106799.999875814, 610347.9579654606 6106752.041915636, 610339.5624151679 6106739.562290233, 610313.1787133683 6106699.9998758165, 610308.5187671451 6106691.481106632, 610300.0000012206 6106676.224586604, 610274.0571504822 6106625.942710471, 610260.062692374 6106599.999875815, 610241.8858751308 6106558.114017624, 610228.4555212014 6106528.455388525, 610215.7775998156 6106499.999875815, 610211.5692630617 6106488.430614778, 610200.0000012195 6106458.033998738, 610184.6606109398 6106415.339263553, 610178.9262109122 6106399.999875814, 610169.6605041053 6106369.660377899, 610160.5566419867 6106339.44323774, 610148.366859925 6106299.999875815, 610138.7860292334 6106261.213836622, 610131.2486025319 6106231.248463207, 610123.4734787445 6106199.999875813, 610119.6790408038 6106180.320848506, 610104.7855246748 6106104.785395607, 610103.856028232 6106099.999875815, 610103.387044122 6106096.612829304, 610100.0000012183 6106072.808579677, 610091.2455811807 6106008.754294638, 610089.9565777354 6105999.999875815, 610088.9154862405 6105988.915355472, 610082.9806686967 6105917.019203744, 610081.3415109413 6105899.999875815, 610080.7131187159 6105880.712994567, 610079.8882074916 6105820.111656721, 610079.2067354564 6105799.999875816, 610080.4537736143 6105780.453657194, 610088.5825941142 6105711.417283542, 610089.3888561823 6105699.999875814, 610091.6281044284 6105691.627970567, 610100.0000012182 6105674.738397889, 610123.3575540893 6105623.35742677))"
77881;77881;20210025;"Fyn 2022";10;"kote";"meter";"Magasinspecifik";"2023-07-03 00:00:00.0";"simak";"2023-07-03 00:00:00.0";"Sand3";"MULTILINESTRING ((578607.9818210354 6107607.98169685, 578600.0000008701 6107612.479123466, 578586.8802725367 6107613.119589351, 578513.6561689044 6107613.656049569, 578500.000000869 6107614.383522618, 578485.5449554569 6107614.454916336, 578413.884325868 6107613.88419154, 578400.0000008679 6107613.954562201, 578386.9793848346 6107613.020494366, 578306.7212317786 6107606.721116069, 578300.0000008668 6107606.232834018, 578294.7230955695 6107605.276778302, 578278.0038176648 6107599.999875808, 578212.6502765173 6107587.349588564, 578200.0000008657 6107585.9556482155, 578183.7642140529 6107583.764084511, 578113.7655148073 6107586.234360736, 578100.0000008646 6107583.465430225, 578079.0155765647 6107579.01545777, 578024.8197225621 6107575.180154394, 578000.0000008636 6107567.616779876, 577957.6791049237 6107557.678966072, 577944.1561799563 6107555.843694175, 577900.0000008624 6107542.389440613, 577866.2071110824 6107533.792761618, 577815.6753758407 6107515.675251584, 577800.0000008612 6107510.965438096, 577791.4726694449 6107508.527207199, 577767.2962405537 6107499.999875808, 577716.7017166951 6107483.298168087, 577700.0000008602 6107476.749777437, 577659.9379394663 6107459.937815524, 577645.8832042861 6107454.116677569, 577600.000000859 6107434.495335003, 577576.9872043512 6107423.012671903, 577526.490761935 6107399.999875807, 577508.4057285293 6107391.594146682, 577500.0000008579 6107387.770600604, 577456.5411502677 6107343.458725261, 577410.1615981393 6107299.999875808, 577404.8853300997 6107295.114552758, 577400.0000008568 6107291.23500605, 577358.7925626356 6107241.207320522, 577330.8574946868 6107199.999875808, 577317.7739213508 6107182.225955921, 577300.0000008557 6107160.402819067, 577267.5799326388 6107132.419943487, 577241.5447545194 6107099.999875806, 577222.5065711682 6107077.493288887, 577200.0000008545 6107052.415599424, 577168.2884131493 6107031.711452104, 577129.7957485463 6106999.999875808))"
