Discharge of water by farm type; discharge; region and time;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
 ; ; ;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
115 Freshwater aquaculture;;;;;;;;;;;;;;;;;
 ;SP Wastewater, 1,000 m3;;;;;;;;;;;;;;;;
 ; ;410 Middelfart;2;2;2;2;4;3;2;4;2;3;3;4;4;3;5
 ; ;480 Nordfyns;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2
 ; ;450 Nyborg;3;4;2;2;3;3;2;2;3;3;3;3;4;2;4
 ; ;461 Odense;3;4;4;5;4;6;5;7;6;6;7;8;8;7;9
 ; ;479 Svendborg;4;5;4;8;4;4;3;4;3;2;2;3;2;4;4
 ; ;492 Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;..;0
 ; ;530 Billund;6;7;6;4;4;5;2;2;2;2;3;2;2;3;4
 ; ;561 Esbjerg;7;11;8;6;7;6;5;6;4;7;7;4;5;6;8
 ; ;563 Fanø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;607 Fredericia;6;11;6;8;7;16;10;7;6;9;7;7;4;7;11
 ; ;510 Haderslev;10;13;10;9;10;5;5;6;5;5;5;5;4;4;5
 ; ;621 Kolding;10;9;11;14;10;28;12;12;9;7;7;10;6;10;9
 ; ;540 Sønderborg;9;8;6;6;7;8;6;4;3;3;3;2;3;3;3
 ; ;550 Tønder;4;5;3;2;4;4;3;2;2;3;3;2;3;3;5
 ; ;573 Varde;5;3;4;3;3;4;3;2;2;2;2;1;1;2;3
 ; ;575 Vejen;3;4;4;4;4;3;4;4;3;5;4;4;3;4;5
 ; ;630 Vejle;4;4;5;4;5;6;5;4;4;3;2;3;3;4;5
 ; ;580 Aabenraa;6;8;9;7;10;9;6;6;5;6;6;6;5;6;10
 ; ;082 Region Midtjylland;51;46;50;51;51;54;52;48;44;48;48;48;45;55;54
 ; ;710 Favrskov;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;766 Hedensted;2;2;1;2;2;3;3;2;2;2;3;3;2;4;4
 ; ;615 Horsens;2;2;2;2;2;3;2;1;1;1;1;2;2;5;3
 ; ;707 Norddjurs;2;2;2;3;3;4;2;2;2;2;3;3;4;2;2
 ; ;727 Odder;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;730 Randers;4;5;5;5;5;4;5;4;5;5;5;5;5;5;6
 ; ;741 Samsø;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
 ; ;740 Silkeborg;2;2;2;2;1;2;1;1;1;1;2;2;2;3;2
 ; ;746 Skanderborg;1;1;1;2;1;2;2;2;2;2;1;3;1;2;1
 ; ;706 Syddjurs;2;2;3;3;2;3;2;2;2;2;2;3;1;2;2
 ; ;751 Aarhus;7;7;7;10;11;8;8;9;7;7;6;6;7;8;9
 ; ;657 Herning;3;4;6;5;5;4;7;6;5;7;7;5;6;6;8
 ; ;661 Holstebro;2;3;3;2;2;3;2;3;2;2;2;2;2;3;3
 ; ;756 Ikast-Brande;1;2;1;2;2;2;2;2;2;2;3;3;2;2;2
 ; ;665 Lemvig;3;2;2;2;2;3;2;2;3;2;2;2;1;1;2
 ; ;760 Ringkøbing-Skjern;2;2;3;3;3;3;3;3;2;4;3;3;2;3;3
 ; ;779 Skive;5;2;3;2;2;2;3;2;2;2;3;2;1;1;2
 ; ;671 Struer;1;1;1;1;1;2;1;0;0;1;1;1;1;1;1
 ; ;791 Viborg;4;3;3;4;4;4;3;4;3;3;3;3;3;3;3
 ; ;081 Region Nordjylland;29;33;30;32;39;44;43;35;37;43;37;44;35;42;32
 ; ;810 Brønderslev;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2
 ; ;813 Frederikshavn;6;6;4;4;6;7;5;5;5;10;7;17;4;13;4
 ; ;860 Hjørring;3;5;3;3;4;2;3;2;2;3;3;2;2;2;2
 ; ;849 Jammerbugt;2;2;3;2;2;2;2;1;1;1;1;1;1;2;2
 ; ;825 Læsø;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1
 ; ;846 Mariagerfjord;1;1;1;1;1;1;1;2;5;6;2;1;1;1;1
 ; ;773 Morsø;2;2;2;2;2;3;2;2;1;1;1;1;1;1;1
 ; ;840 Rebild;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;787 Thisted;3;3;2;2;1;2;2;2;3;2;4;3;3;2;3
 ; ;820 Vesthimmerlands;1;2;0;0;0;1;1;2;1;2;1;1;1;1;1
 ; ;851 Aalborg;8;8;11;15;17;22;25;16;16;14;14;15;19;17;16
 ;OR Organic matter, tonnes BOD5;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;2645;2783;3032;2929;2361;2803;2163;2712;2200;2323;2214;2299;2010;2488;2505
 ; ;084 Region Hovedstaden;749;628;1208;1085;539;907;572;1009;580;633;576;595;561;700;698
 ; ;101 Copenhagen;404;252;902;801;300;579;269;629;264;300;283;232;246;327;301
 ; ;147 Frederiksberg;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;5;3;3;4;5;7;3;6;11;7;9;11;6;12;9
 ; ;185 Tårnby;29;24;26;20;18;21;16;24;27;21;16;19;39;23;24
 ; ;165 Albertslund;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;151 Ballerup;12;18;9;7;10;10;12;11;14;8;9;11;9;9;8
 ; ;153 Brøndby;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;157 Gentofte;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;159 Gladsaxe;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;161 Glostrup;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;163 Herlev;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0
 ; ;167 Hvidovre;81;80;57;63;31;77;53;71;63;69;64;66;51;71;64
 ; ;169 Høje-Taastrup;2;2;1;2;1;2;2;1;2;2;2;2;2;3;2
 ; ;183 Ishøj;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;173 Lyngby-Taarbæk;71;117;87;47;40;72;105;69;37;49;31;83;41;53;57
 ; ;175 Rødovre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;187 Vallensbæk;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;201 Allerød;10;7;7;4;5;7;5;8;13;10;6;9;4;7;5
 ; ;240 Egedal;6;4;5;5;5;8;6;8;8;10;6;6;5;8;7
 ; ;210 Fredensborg;6;8;4;7;7;6;4;6;11;9;9;8;10;8;9
 ; ;250 Frederikssund;15;15;14;17;16;18;19;55;22;19;16;16;14;17;18
 ; ;190 Furesø;2;2;2;1;1;2;2;2;3;2;3;3;2;4;3
 ; ;270 Gribskov;11;8;13;10;11;10;10;13;12;14;13;10;11;16;12
 ; ;260 Halsnæs;18;15;15;23;14;15;13;15;18;30;26;21;29;35;20
 ; ;217 Helsingør;21;23;23;27;30;21;16;37;31;29;32;35;43;43;99
 ; ;219 Hillerød;15;17;13;18;18;20;13;22;17;16;17;16;14;18;15
 ; ;223 Hørsholm;4;4;4;2;3;4;3;5;5;7;6;7;4;6;5
 ; ;230 Rudersdal;7;6;6;10;9;12;9;13;9;13;10;16;11;16;16
 ; ;400 Bornholm;31;24;17;17;14;17;11;13;13;17;14;21;16;18;20
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;4;4;4;4;4
 ; ;085 Region Sjælland;495;739;508;480;487;447;341;394;374;369;384;391;325;383;421
 ; ;253 Greve;30;31;13;17;18;20;16;23;25;21;16;17;13;20;21
 ; ;259 Køge;71;62;13;19;15;18;11;15;18;14;15;15;14;17;25
 ; ;350 Lejre;8;18;6;5;6;31;24;24;23;8;11;6;5;9;9
 ; ;265 Roskilde;33;51;24;77;26;28;23;30;27;40;39;43;39;32;34
 ; ;269 Solrød;5;4;3;4;5;7;5;7;10;9;6;4;5;6;12
 ; ;320 Faxe;15;44;17;18;18;23;18;21;18;21;18;30;18;24;20
 ; ;376 Guldborgsund;37;38;33;66;29;26;22;38;32;28;38;30;25;31;34
 ; ;316 Holbæk;27;28;39;27;25;27;22;29;30;28;32;29;33;43;63
 ; ;326 Kalundborg;43;43;72;45;51;52;42;43;43;45;50;62;59;54;51
 ; ;360 Lolland;47;89;50;45;143;43;27;28;25;30;28;26;20;25;22
 ; ;370 Næstved;32;37;33;35;27;39;24;28;31;26;27;27;18;29;21
 ; ;306 Odsherred;33;83;64;24;29;26;15;17;15;16;18;16;10;17;19
 ; ;329 Ringsted;12;10;6;7;8;16;11;13;9;10;12;12;9;10;10
 ; ;330 Slagelse;33;104;82;24;28;23;23;25;20;26;30;30;21;24;24
 ; ;340 Sorø;21;14;11;14;15;14;15;7;9;10;9;10;7;9;8
 ; ;336 Stevns;12;16;7;9;9;10;7;9;8;8;7;10;6;8;9
 ; ;390 Vordingborg;37;65;34;43;35;43;36;35;33;29;28;25;23;25;37
 ; ;083 Region Syddanmark;657;677;575;621;648;655;472;584;537;540;525;505;468;590;650
 ; ;420 Assens;15;16;13;24;30;21;16;12;11;11;11;11;9;9;10
 ; ;430 Faaborg-Midtfyn;17;17;19;25;17;39;18;26;17;19;16;18;13;16;18
 ; ;440 Kerteminde;7;7;5;8;14;7;7;7;7;7;8;6;7;8;7
 ; ;482 Langeland;8;8;7;9;14;11;8;9;10;7;7;5;5;..;8
 ; ;410 Middelfart;15;23;20;21;32;24;16;20;11;17;15;18;14;16;20
 ; ;480 Nordfyns;12;13;11;10;10;10;9;9;11;14;11;11;11;23;19
 ; ;450 Nyborg;25;22;24;20;32;32;29;39;39;30;28;34;31;30;32
 ; ;461 Odense;31;47;42;45;45;47;58;57;74;54;54;49;35;51;60
 ; ;479 Svendborg;38;28;19;38;20;23;17;22;18;19;12;14;17;27;33
 ; ;492 Ærø;2;2;2;2;2;2;3;3;4;4;3;4;0;..;3
 ; ;530 Billund;23;22;19;24;25;12;6;16;16;19;26;23;23;27;40
 ; ;561 Esbjerg;40;44;40;48;56;46;24;44;33;39;41;32;27;34;38
 ; ;563 Fanø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;607 Fredericia;52;85;42;50;50;41;28;26;23;30;25;18;15;22;23
 ; ;510 Haderslev;62;81;82;57;54;37;36;49;39;45;33;35;35;52;43
 ; ;621 Kolding;54;39;54;72;48;83;42;58;57;51;45;59;32;44;51
 ; ;540 Sønderborg;100;58;44;46;45;52;44;47;50;43;58;40;52;59;49
 ; ;550 Tønder;50;53;27;21;31;28;17;19;18;25;31;22;23;27;33
 ; ;573 Varde;21;19;20;15;16;25;12;16;11;15;14;12;12;14;15
 ; ;575 Vejen;15;21;21;26;33;29;27;36;20;29;28;29;30;41;38
 ; ;630 Vejle;40;37;39;35;39;48;36;39;36;39;32;40;42;51;68
 ; ;580 Aabenraa;31;34;27;24;34;38;20;27;31;22;28;23;34;40;41
 ; ;082 Region Midtjylland;489;457;484;407;429;485;416;411;363;459;470;441;417;487;489
 ; ;710 Favrskov;19;15;14;17;15;14;12;16;14;14;14;12;18;16;13
 ; ;766 Hedensted;18;17;16;14;17;25;23;22;18;24;28;25;15;26;40
 ; ;615 Horsens;35;45;41;25;23;27;22;20;26;30;27;30;37;35;39
 ; ;707 Norddjurs;15;13;11;14;12;24;15;16;14;17;24;20;20;24;32
 ; ;727 Odder;14;13;12;12;12;12;11;10;7;9;11;12;13;13;14
 ; ;730 Randers;37;30;27;32;26;24;20;21;18;29;28;31;29;33;29
 ; ;741 Samsø;11;3;4;4;4;6;5;2;2;2;2;2;2;2;2
 ; ;740 Silkeborg;21;19;20;17;17;17;12;21;15;24;31;29;19;20;21
 ; ;746 Skanderborg;16;15;17;24;19;21;20;14;14;16;19;17;14;21;18
 ; ;706 Syddjurs;19;17;16;17;20;20;18;19;18;20;22;23;20;24;20
 ; ;751 Aarhus;98;75;79;56;56;83;90;59;48;60;52;63;61;79;79
 ; ;657 Herning;29;31;46;40;49;44;34;43;34;40;46;33;37;41;46
 ; ;661 Holstebro;25;38;26;25;31;26;23;26;30;31;32;29;29;29;26
 ; ;756 Ikast-Brande;16;17;18;18;17;25;16;22;16;20;24;23;21;22;19
 ; ;665 Lemvig;14;14;12;13;16;14;9;9;8;11;9;10;10;11;7
 ; ;760 Ringkøbing-Skjern;19;22;30;26;27;33;29;31;28;46;35;27;26;37;36
 ; ;779 Skive;24;19;29;16;21;24;17;21;17;18;24;15;13;17;16
 ; ;671 Struer;15;13;14;9;9;13;11;5;5;8;8;6;8;7;6
 ; ;791 Viborg;45;39;51;27;37;31;28;35;31;37;34;34;26;28;24
 ; ;081 Region Nordjylland;255;283;257;336;258;309;362;314;345;323;259;367;239;329;248
 ; ;810 Brønderslev;13;20;17;14;19;17;14;16;16;16;14;14;14;17;14
 ; ;813 Frederikshavn;45;46;44;44;52;61;38;56;69;84;57;177;45;90;44
 ; ;860 Hjørring;29;36;31;23;28;30;27;33;31;39;33;28;25;26;32
 ; ;849 Jammerbugt;18;18;18;13;15;21;11;19;19;20;17;18;15;19;15
 ; ;825 Læsø;14;20;17;12;26;12;12;15;13;13;13;13;9;13;6
 ; ;846 Mariagerfjord;30;25;42;29;16;19;24;25;21;32;17;10;11;10;13
 ; ;773 Morsø;6;8;9;8;8;11;13;10;5;10;9;9;9;11;12
 ; ;840 Rebild;4;6;6;5;3;4;3;5;3;4;4;3;3;3;3
 ; ;787 Thisted;30;24;19;16;19;21;20;26;21;25;25;21;22;16;16
 ; ;820 Vesthimmerlands;8;30;5;5;4;11;8;11;11;17;9;8;13;16;10
 ; ;851 Aalborg;59;50;50;167;68;101;192;98;135;64;60;65;74;107;83
135 Settlements not connected to sewerage;;;;;;;;;;;;;;;;;
 ;SP Wastewater, 1,000 m3;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;10931;..;10175;10014;9600;8438;8435;6438;6386;6177;5852;5874;5795;5790
 ; ;084 Region Hovedstaden;..;697;..;718;695;589;520;556;456;464;445;440;436;434;436
 ; ;101 Copenhagen;..;44;..;92;92;89;79;111;56;56;55;55;55;55;55
 ; ;147 Frederiksberg;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;2;..;2;2;2;2;2;2;2;2;2;2;2;2
 ; ;185 Tårnby;..;31;..;30;31;27;5;4;..;4;4;4;4;2;3
 ; ;165 Albertslund;..;1;..;0;0;0;0;0;..;0;0;0;0;0;0
 ; ;151 Ballerup;..;10;..;10;6;6;5;2;2;2;2;2;2;2;2
 ; ;153 Brøndby;..;..;..;..;..;..;..;1;..;1;1;1;1;1;1
 ; ;157 Gentofte;..;6;..;6;6;6;1;1;..;1;1;1;..;..;..
 ; ;159 Gladsaxe;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;161 Glostrup;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;163 Herlev;..;1;..;1;1;1;0;0;0;0;0;0;0;0;0
 ; ;167 Hvidovre;..;1;..;1;1;1;0;..;..;..;..;..;..;..;..
 ; ;169 Høje-Taastrup;..;8;..;4;4;2;1;1;1;1;1;1;0;1;1
 ; ;183 Ishøj;..;1;..;1;1;1;..;1;..;1;1;2;1;1;0
 ; ;173 Lyngby-Taarbæk;..;0;..;..;..;..;..;0;..;0;0;0;0;0;0
 ; ;175 Rødovre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;187 Vallensbæk;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;201 Allerød;..;34;..;30;29;28;12;12;8;8;5;5;5;5;5
 ; ;240 Egedal;..;20;..;17;14;13;19;18;13;11;11;10;10;10;10
 ; ;210 Fredensborg;..;32;..;27;23;21;20;19;19;19;19;19;19;18;18
 ; ;250 Frederikssund;..;64;..;62;61;61;43;37;32;31;30;30;29;29;29
 ; ;190 Furesø;..;4;..;4;2;2;2;2;1;1;1;2;2;2;2
 ; ;270 Gribskov;..;36;..;38;38;39;36;41;34;35;37;36;37;37;37
 ; ;260 Halsnæs;..;15;..;18;19;19;8;8;6;5;6;5;6;6;6
 ; ;217 Helsingør;..;34;..;30;26;24;17;22;15;16;15;15;14;14;15
 ; ;219 Hillerød;..;30;..;25;24;23;16;18;17;17;16;15;15;15;15
 ; ;223 Hørsholm;..;8;..;8;8;8;1;1;1;1;1;2;2;2;2
 ; ;230 Rudersdal;..;3;..;3;2;2;1;3;3;3;3;2;2;2;2
 ; ;400 Bornholm;..;312;..;310;305;215;250;252;246;247;233;230;229;229;230
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;3837;..;3519;3528;3381;2799;2869;1944;1928;1869;1732;1736;1717;1718
 ; ;253 Greve;..;15;..;15;15;13;1;1;2;2;2;2;2;3;3
 ; ;259 Køge;..;117;..;113;99;92;78;74;57;57;52;49;51;51;50
 ; ;350 Lejre;..;79;..;76;72;70;67;61;55;55;55;52;52;52;53
 ; ;265 Roskilde;..;87;..;85;84;73;41;36;30;29;27;27;27;30;30
 ; ;269 Solrød;..;7;..;9;9;9;9;8;7;7;8;8;6;5;5
 ; ;320 Faxe;..;293;..;289;291;285;258;250;168;170;163;149;155;154;154
 ; ;376 Guldborgsund;..;610;..;476;421;400;373;372;244;244;240;225;235;231;232
 ; ;316 Holbæk;..;219;..;216;204;203;170;169;121;122;115;105;105;95;97
 ; ;326 Kalundborg;..;186;..;183;183;187;130;136;100;101;101;96;101;119;119
 ; ;360 Lolland;..;444;..;421;430;417;252;384;250;249;241;237;235;236;236
 ; ;370 Næstved;..;508;..;483;516;493;435;420;286;279;267;229;215;203;204
 ; ;306 Odsherred;..;195;..;186;181;177;167;163;119;115;109;96;89;84;84
 ; ;329 Ringsted;..;204;..;176;170;156;131;117;70;63;48;41;39;36;31
 ; ;330 Slagelse;..;230;..;211;263;265;193;191;119;120;117;112;113;112;113
 ; ;340 Sorø;..;110;..;110;141;104;95;93;72;73;77;74;74;72;72
 ; ;336 Stevns;..;166;..;134;117;110;95;95;57;57;55;50;50;50;50
 ; ;390 Vordingborg;..;367;..;336;334;327;303;301;186;186;189;180;186;186;186
 ; ;083 Region Syddanmark;..;2778;..;2524;2491;2378;2100;2039;1633;1615;1557;1501;1503;1485;1485
 ; ;420 Assens;..;102;..;91;87;81;74;71;56;56;56;55;55;53;53
 ; ;430 Faaborg-Midtfyn;..;146;..;125;126;125;119;116;107;107;106;104;103;103;103
 ; ;440 Kerteminde;..;71;..;69;104;103;58;58;37;38;37;35;36;36;35
 ; ;482 Langeland;..;154;..;127;130;148;145;123;97;97;92;89;89;89;89
 ; ;410 Middelfart;..;92;..;78;78;74;62;59;59;59;57;55;55;54;54
 ; ;480 Nordfyns;..;181;..;112;99;96;83;82;76;73;67;66;66;66;66
 ; ;450 Nyborg;..;115;..;95;94;89;85;81;57;57;56;54;56;56;57
 ; ;461 Odense;..;84;..;70;65;64;61;63;47;46;44;43;44;44;44
 ; ;479 Svendborg;..;130;..;122;119;112;98;97;64;63;68;66;67;68;68
 ; ;492 Ærø;..;68;..;58;59;56;52;51;33;33;31;31;31;31;31
 ; ;530 Billund;..;30;..;27;26;25;21;20;18;16;18;17;15;16;16
 ; ;561 Esbjerg;..;75;..;71;68;65;62;60;55;55;53;51;51;50;50
 ; ;563 Fanø;..;1;..;1;1;0;0;0;0;0;0;0;0;0;0
 ; ;607 Fredericia;..;22;..;14;10;10;8;8;8;9;7;7;6;5;5
 ; ;510 Haderslev;..;115;..;142;138;131;154;151;142;139;120;118;116;117;117
 ; ;621 Kolding;..;194;..;175;163;141;80;80;51;51;48;47;49;49;49
 ; ;540 Sønderborg;..;286;..;266;254;218;176;173;137;135;128;121;117;112;112
 ; ;550 Tønder;..;128;..;143;150;147;139;135;123;121;119;111;106;107;108
 ; ;573 Varde;..;197;..;181;166;146;136;129;81;81;79;75;77;77;77
 ; ;575 Vejen;..;216;..;207;201;198;172;169;119;119;119;112;119;117;117
 ; ;630 Vejle;..;280;..;262;265;260;230;226;210;208;206;196;198;188;186
 ; ;580 Aabenraa;..;93;..;90;88;89;85;85;56;51;47;46;46;46;46
 ; ;082 Region Midtjylland;..;2475;..;2339;2253;2226;2075;2047;1602;1584;1546;1464;1488;1469;1458
 ; ;710 Favrskov;..;172;..;166;163;159;151;147;108;107;106;100;105;104;102
 ; ;766 Hedensted;..;233;..;196;180;174;173;165;108;109;112;108;115;120;119
 ; ;615 Horsens;..;119;..;125;112;147;109;102;93;85;83;79;79;79;78
 ; ;707 Norddjurs;..;69;..;69;68;67;67;67;51;50;49;45;48;48;48
 ; ;727 Odder;..;146;..;140;140;139;135;134;132;132;130;126;126;123;123
 ; ;730 Randers;..;116;..;111;110;109;101;99;73;73;72;67;70;69;68
 ; ;741 Samsø;..;47;..;44;43;41;37;36;32;30;28;25;24;22;21
 ; ;740 Silkeborg;..;175;..;168;152;144;139;137;94;90;86;80;81;78;75
 ; ;746 Skanderborg;..;73;..;64;61;59;53;52;49;49;48;47;47;46;46
 ; ;706 Syddjurs;..;122;..;131;125;122;102;103;72;73;69;64;66;69;67
 ; ;751 Aarhus;..;111;..;117;132;128;113;118;112;111;109;109;108;107;107
 ; ;657 Herning;..;243;..;222;215;209;204;200;156;160;157;145;153;149;149
 ; ;661 Holstebro;..;134;..;130;125;123;123;126;121;122;123;116;110;106;106
 ; ;756 Ikast-Brande;..;45;..;45;45;43;38;38;35;35;34;34;34;34;34
 ; ;665 Lemvig;..;147;..;131;125;118;113;109;70;70;67;65;65;64;64
 ; ;760 Ringkøbing-Skjern;..;147;..;140;134;131;122;122;77;77;75;69;70;69;69
 ; ;779 Skive;..;171;..;148;137;132;126;121;86;80;74;67;68;66;65
 ; ;671 Struer;..;91;..;83;82;78;74;71;43;41;40;37;37;36;36
 ; ;791 Viborg;..;114;..;108;105;103;97;99;90;90;84;81;83;81;81
 ; ;081 Region Nordjylland;..;1144;..;1074;1046;1025;944;923;802;796;760;716;710;690;694
 ; ;810 Brønderslev;..;114;..;111;109;109;104;103;98;95;95;88;89;86;86
 ; ;813 Frederikshavn;..;64;..;62;60;58;55;57;48;45;42;39;39;38;37
 ; ;860 Hjørring;..;220;..;207;204;198;169;163;141;138;129;119;124;121;121
 ; ;849 Jammerbugt;..;129;..;127;125;121;117;114;105;105;100;96;93;91;91
 ; ;825 Læsø;..;6;..;6;6;6;5;7;5;5;5;5;5;5;5
 ; ;846 Mariagerfjord;..;126;..;117;115;111;100;94;87;87;83;78;68;67;73
 ; ;773 Morsø;..;89;..;78;74;71;61;57;33;33;32;31;32;33;33
 ; ;840 Rebild;..;90;..;88;83;83;75;74;69;70;67;65;66;64;64
 ; ;787 Thisted;..;98;..;78;74;72;69;69;42;41;39;37;38;37;37
 ; ;820 Vesthimmerlands;..;49;..;49;47;47;46;45;39;45;42;37;39;39;38
 ; ;851 Aalborg;..;159;..;152;149;148;144;139;133;132;126;122;119;108;108
 ;KV Nitrogen, tonnes total N;;;;;;;;;;;;;;;;
 ; ;000 All Denmark;..;859;..;796;781;747;654;652;493;488;471;444;445;437;437
 ; ;084 Region Hovedstaden;..;55;..;56;54;46;40;43;35;35;34;33;33;33;33
 ; ;101 Copenhagen;..;3;..;7;7;7;6;9;4;4;4;4;4;4;4
 ; ;147 Frederiksberg;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;155 Dragør;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;185 Tårnby;..;2;..;2;2;2;0;0;..;0;0;0;0;0;0
 ; ;165 Albertslund;..;0;..;0;0;0;0;0;..;0;0;0;0;0;0
 ; ;151 Ballerup;..;1;..;1;0;0;0;0;0;0;0;0;0;0;0
 ; ;153 Brøndby;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0
 ; ;157 Gentofte;..;0;..;0;0;0;0;0;..;0;0;0;..;..;..
 ; ;159 Gladsaxe;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;161 Glostrup;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;163 Herlev;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;167 Hvidovre;..;0;..;0;0;0;0;..;..;..;..;..;..;..;..
 ; ;169 Høje-Taastrup;..;1;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;183 Ishøj;..;0;..;0;0;0;..;0;..;0;0;0;0;0;0
 ; ;173 Lyngby-Taarbæk;..;0;..;..;..;..;..;0;..;0;0;0;0;0;0
 ; ;175 Rødovre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;187 Vallensbæk;..;0;..;0;0;0;..;..;..;..;..;..;..;..;..
 ; ;201 Allerød;..;3;..;2;2;2;1;1;1;1;0;0;0;0;0
 ; ;240 Egedal;..;2;..;1;1;1;1;1;1;1;1;1;1;1;1
 ; ;210 Fredensborg;..;2;..;2;2;1;1;1;1;1;1;1;1;1;1
 ; ;250 Frederikssund;..;5;..;5;5;5;3;3;2;2;2;2;2;2;2
 ; ;190 Furesø;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;270 Gribskov;..;3;..;3;3;3;3;3;2;2;2;2;2;2;2
 ; ;260 Halsnæs;..;1;..;1;2;1;1;1;0;0;0;0;0;0;0
 ; ;217 Helsingør;..;3;..;2;2;2;1;2;1;1;1;1;1;1;1
 ; ;219 Hillerød;..;2;..;2;2;2;1;1;1;1;1;1;1;1;1
 ; ;223 Hørsholm;..;1;..;1;1;1;0;0;0;0;0;0;0;0;0
 ; ;230 Rudersdal;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;400 Bornholm;..;25;..;25;24;17;20;20;19;19;18;18;18;18;18
 ; ;411 Christiansø;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
 ; ;085 Region Sjælland;..;304;..;278;278;266;220;225;151;150;145;133;133;131;131
 ; ;253 Greve;..;1;..;1;1;1;0;0;0;0;0;0;0;0;0
 ; ;259 Køge;..;9;..;9;8;7;6;6;4;4;4;4;4;4;4
 ; ;350 Lejre;..;6;..;6;6;5;5;5;4;4;4;4;4;4;4
 ; ;265 Roskilde;..;7;..;7;7;6;3;3;2;2;2;2;2;2;2
 ; ;269 Solrød;..;1;..;1;1;1;1;1;1;1;1;1;0;0;0
 ; ;320 Faxe;..;23;..;23;23;23;20;20;13;13;12;11;12;11;11
 ; ;376 Guldborgsund;..;48;..;38;33;32;30;29;19;19;19;18;19;18;18
 ; ;316 Holbæk;..;17;..;17;16;16;13;13;9;10;9;8;8;7;7
 ; ;326 Kalundborg;..;15;..;14;14;15;10;11;8;8;8;7;8;9;9
 ; ;360 Lolland;..;35;..;33;34;33;20;30;20;20;19;19;18;18;19
 ; ;370 Næstved;..;40;..;38;41;39;34;33;22;22;21;18;16;15;15
 ; ;306 Odsherred;..;16;..;15;14;14;13;13;9;9;9;8;7;7;7
 ; ;329 Ringsted;..;16;..;14;13;12;10;9;5;5;4;3;3;2;2
 ; ;330 Slagelse;..;18;..;17;21;21;15;15;9;9;9;9;9;8;9
 ; ;340 Sorø;..;9;..;9;11;8;7;7;5;6;6;6;6;5;5
 ; ;336 Stevns;..;13;..;10;9;8;7;7;4;4;4;4;4;4;4
 ; ;390 Vordingborg;..;29;..;26;26;26;24;24;15;15;15;14;14;14;14
 ; ;083 Region Syddanmark;..;216;..;195;191;182;160;155;122;120;116;111;111;109;109
 ; ;420 Assens;..;8;..;7;6;6;5;5;4;4;4;4;4;3;3
 ; ;430 Faaborg-Midtfyn;..;11;..;9;9;9;8;8;7;7;7;7;7;7;7
 ; ;440 Kerteminde;..;6;..;5;8;8;4;4;3;3;3;3;3;3;3
